acousticness,instrumentalness,duration_ms,energy,loudness,valence,speechiness,liveness,danceability,tempo,is_hit,popularity,genre_Art_Instrumental,genre_Electronic_Dance,genre_Folk_Country_Blues,genre_Latin_Brazilian,genre_Metal_HardRock,genre_Mood_Ambient,genre_Other,genre_Pop,genre_RnB_Soul,genre_Rock_Alternative,genre_World
0.825,0.0,454574,0.881,-9.689,0.548,0.939,0.797,0.456,79.484,0,21,0,0,0,0,0,1,0,0,0,0,0
0.167,0.000204,162338,0.911,-5.176,0.619,0.0808,0.799,0.428,139.933,0,45,0,0,0,1,0,0,0,0,0,0,0
0.856,3.44e-05,122893,0.55,-11.496,0.844,0.179,0.0907,0.697,84.802,1,58,0,0,0,0,0,0,0,0,0,1,0
0.119,0.0,310866,0.701,-4.885,0.295,0.033,0.599,0.484,139.963,0,25,0,0,0,0,0,0,0,0,1,0,0
0.0811,0.0,193120,0.422,-10.533,0.468,0.0333,0.0848,0.692,74.375,1,74,0,0,1,0,0,0,0,0,0,0,0
0.000891,0.0,170640,0.959,-3.014,0.571,0.0952,0.327,0.406,94.277,1,60,0,0,0,0,0,0,0,1,0,0,0
0.328,0.0,227280,0.677,-5.696,0.575,0.0656,0.0491,0.508,121.928,1,62,0,0,0,0,0,0,0,0,0,0,1
0.085,0.0,199266,0.808,-3.304,0.727,0.141,0.317,0.641,136.136,0,1,0,0,0,0,0,1,0,0,0,0,0
0.514,0.00176,249666,0.402,-13.033,0.243,0.0241,0.332,0.59,82.844,0,44,0,0,0,0,0,0,0,1,0,0,0
0.884,6.3e-06,188266,0.253,-13.146,0.234,0.0349,0.132,0.294,85.256,0,0,1,0,0,0,0,0,0,0,0,0,0
0.00949,0.0,213613,0.924,-3.157,0.752,0.176,0.564,0.648,153.67,0,0,0,1,0,0,0,0,0,0,0,0,0
0.824,0.0,313773,0.891,-3.719,0.454,0.907,0.722,0.579,87.298,0,27,0,0,0,0,0,1,0,0,0,0,0
0.836,0.346,290733,0.37,-18.45,0.666,0.0362,0.0954,0.604,90.339,1,60,0,0,0,0,0,0,0,0,0,0,1
0.109,0.0,269600,0.717,-8.476,0.608,0.0288,0.17,0.633,118.205,0,40,0,0,0,0,0,0,0,1,0,0,0
0.382,0.0,208692,0.868,-4.745,0.884,0.456,0.658,0.464,180.767,0,45,0,0,0,0,0,0,0,0,1,0,0
0.0181,0.076,177586,0.809,-9.756,0.829,0.0314,0.273,0.63,95.244,0,0,0,0,1,0,0,0,0,0,0,0,0
0.329,3.28e-05,167000,0.257,-13.959,0.26,0.0313,0.0925,0.296,164.409,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0471,0.0,248768,0.909,-4.034,0.922,0.0396,0.35,0.685,95.004,0,2,0,0,0,1,0,0,0,0,1,0,1
0.34,2.85e-05,193294,0.513,-9.598,0.573,0.0416,0.118,0.723,122.038,0,46,0,1,0,0,0,0,0,0,0,0,0
0.733,0.000138,185991,0.351,-7.628,0.316,0.15,0.291,0.664,141.819,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0769,1.52e-06,255360,1.0,-4.945,0.394,0.135,0.957,0.586,135.058,0,29,0,0,0,0,0,1,0,0,0,0,0
0.887,2.6e-06,212750,0.469,-11.371,0.525,0.0504,0.242,0.476,110.884,0,37,0,0,0,0,0,0,0,0,0,0,1
0.000838,0.0,184226,0.925,-3.775,0.446,0.0719,0.115,0.36,175.088,1,64,0,0,0,0,1,0,0,0,0,0,0
0.00219,0.0137,163548,0.923,-5.217,0.762,0.0873,0.322,0.732,125.015,0,0,0,1,0,0,0,0,0,0,0,0,1
0.727,3.95e-05,149306,0.497,-6.676,0.72,0.0319,0.102,0.605,126.014,0,0,1,0,0,0,0,0,0,0,0,0,0
0.44,0.0,203520,0.82,-3.521,0.712,0.037,0.0596,0.76,125.038,1,51,0,0,0,1,0,0,0,0,0,0,0
0.366,0.0,376816,0.501,-5.781,0.136,0.0301,0.166,0.403,136.212,1,56,0,0,0,0,1,0,0,0,0,0,0
0.29,0.00218,244831,0.988,-4.565,0.61,0.0637,0.131,0.746,130.042,1,59,0,0,0,0,0,0,0,0,1,0,0
0.111,0.854,325859,0.139,-24.034,0.0393,0.0366,0.107,0.121,96.548,0,6,0,0,0,0,0,0,0,0,0,0,1
0.157,0.0,198995,0.726,-4.389,0.769,0.0552,0.0844,0.647,114.998,1,62,0,1,0,0,0,0,0,0,0,0,0
7.24e-05,0.000634,214533,0.912,-5.877,0.701,0.0442,0.707,0.365,140.192,0,37,0,0,0,0,1,0,0,0,0,0,0
1.23e-05,0.0102,240525,0.97,-2.684,0.345,0.0695,0.206,0.481,100.013,0,49,0,0,0,0,1,0,0,0,0,0,0
1.83e-05,0.0144,271800,0.924,-5.001,0.0722,0.101,0.086,0.388,156.001,0,26,0,0,0,0,1,0,0,0,0,0,0
0.993,0.943,227184,0.0523,-25.613,0.344,0.0343,0.117,0.409,145.833,1,56,0,0,0,0,0,1,0,0,0,0,0
0.601,0.0,273188,0.562,-5.787,0.607,0.0302,0.121,0.651,81.029,1,67,0,0,0,0,0,0,0,1,0,0,0
0.332,0.0,191933,0.809,-7.395,0.745,0.103,0.0787,0.781,93.548,0,47,0,0,0,1,0,0,0,0,0,0,0
0.441,0.0,265560,0.823,-5.752,0.811,0.0386,0.427,0.501,154.999,0,38,0,0,0,1,0,0,0,0,0,0,0
0.248,0.0738,374896,0.426,-7.815,0.529,0.068,0.0774,0.732,78.013,0,44,0,0,0,0,0,0,0,0,0,0,1
0.00672,0.0,287600,0.843,-6.438,0.314,0.0656,0.176,0.383,149.978,1,51,0,1,0,0,0,0,0,0,0,0,1
6.99e-06,0.703,376906,0.771,-7.227,0.246,0.0415,0.136,0.383,90.142,0,44,0,0,0,0,1,0,0,0,0,0,0
0.000778,0.000151,276266,0.68,-6.358,0.218,0.0243,0.0574,0.647,111.042,0,39,0,0,0,0,0,0,0,1,0,0,0
0.111,0.0,246813,0.947,-0.717,0.656,0.0701,0.345,0.493,137.124,1,58,0,0,0,0,0,0,0,1,0,0,0
0.408,2.22e-06,260000,0.674,-10.094,0.503,0.0348,0.0963,0.645,140.003,1,57,0,0,0,0,0,0,0,1,0,0,0
0.421,2.08e-06,204998,0.455,-8.937,0.396,0.0306,0.103,0.559,159.985,1,56,0,0,1,0,0,0,0,0,0,0,0
0.278,0.0,218798,0.572,-6.827,0.228,0.0429,0.139,0.248,205.458,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0093,2.93e-05,259346,0.793,-9.916,0.58,0.0368,0.129,0.618,125.203,0,23,0,0,0,0,0,0,0,0,0,1,0
0.996,0.94,128333,0.05,-27.964,0.41,0.0345,0.105,0.307,138.484,0,44,1,0,0,0,0,0,0,0,0,0,0
0.0337,0.789,272200,0.87,-7.835,0.927,0.0679,0.101,0.741,128.01,1,52,0,1,0,0,0,0,0,0,0,0,0
0.795,0.0,157178,0.912,-2.362,0.961,0.04,0.133,0.808,130.039,0,41,0,0,0,1,0,0,0,0,0,0,0
0.411,0.0,274127,0.83,-7.39,0.673,0.0591,0.57,0.571,106.474,0,38,0,0,0,0,0,0,0,0,0,1,0
0.159,2.34e-06,179640,0.829,-5.264,0.975,0.0468,0.0831,0.733,112.995,0,1,0,0,0,1,0,0,0,0,0,0,0
0.00095,0.000122,196693,0.816,-2.241,0.649,0.0311,0.224,0.375,184.719,0,31,0,0,0,0,0,0,0,1,0,0,0
0.476,2.39e-06,346627,0.713,-7.296,0.902,0.0334,0.0813,0.458,172.896,0,31,0,0,0,1,0,0,0,0,0,0,0
0.991,0.000532,355986,0.139,-15.254,0.0981,0.0456,0.115,0.192,84.511,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0978,0.0,193970,0.802,-3.37,0.346,0.504,0.0998,0.869,140.89,0,0,0,0,0,0,0,0,0,0,1,0,0
0.995,0.909,45532,0.022,-26.353,0.193,0.0525,0.126,0.637,89.78,0,16,1,0,0,0,0,0,0,0,0,0,0
0.396,0.901,202466,0.744,-8.207,0.977,0.0528,0.0672,0.826,144.981,0,18,0,0,0,0,0,0,0,0,0,0,1
0.06,0.343,297812,0.927,-7.797,0.22,0.147,0.111,0.756,103.984,0,16,0,1,0,0,0,0,0,0,0,0,0
0.00122,0.801,236173,0.887,-7.143,0.102,0.0562,0.578,0.418,105.119,0,22,0,0,0,0,1,0,0,0,0,0,0
0.442,0.937,71520,0.184,-7.69,0.475,0.102,0.117,0.607,81.245,0,49,0,1,0,0,0,0,0,0,0,0,0
0.00276,0.1,176665,0.89,-3.628,0.483,0.271,0.122,0.757,125.031,0,14,0,1,0,0,0,0,0,0,0,0,0
0.235,0.0,237093,0.852,-3.353,0.601,0.0651,0.212,0.779,119.892,0,47,0,0,0,0,0,0,0,0,0,0,1
0.402,0.0,85306,0.435,-8.804,0.765,0.622,0.312,0.685,79.168,0,47,0,0,0,0,0,1,0,0,0,0,0
0.662,0.0,189533,0.737,-7.462,0.908,0.0736,0.152,0.751,95.997,0,37,0,0,0,1,0,0,0,0,0,0,0
0.00127,0.00443,177840,0.846,-4.091,0.733,0.0367,0.362,0.46,133.222,0,18,0,0,0,0,0,0,0,0,1,0,0
0.0192,0.0,199643,0.438,-6.919,0.234,0.0305,0.0967,0.614,135.939,0,11,0,0,0,0,0,1,0,0,0,0,0
0.235,0.0,260223,0.593,-7.398,0.594,0.0704,0.216,0.462,93.414,0,41,0,0,0,1,0,0,0,0,0,0,0
3.13e-05,0.835,271026,0.976,-15.081,0.478,0.0521,0.0616,0.774,137.745,0,6,0,1,0,0,0,0,0,0,0,0,0
0.00131,1.2e-06,267493,0.842,-6.152,0.715,0.0403,0.33,0.532,126.042,0,0,0,0,0,0,0,0,0,1,0,1,0
0.187,0.00132,187200,0.635,-5.51,0.368,0.436,0.126,0.683,131.696,0,23,0,1,0,0,0,0,0,0,0,0,0
0.505,3.27e-06,236320,0.452,-6.77,0.333,0.0319,0.133,0.332,149.231,0,0,0,0,1,0,0,0,0,0,0,0,0
0.409,0.000126,187640,0.668,-3.042,0.809,0.0289,0.139,0.501,90.34,0,27,0,1,0,0,0,0,0,0,0,0,0
0.669,0.00171,158040,0.646,-6.751,0.938,0.0345,0.0866,0.73,98.012,0,24,0,0,0,0,0,0,0,0,0,0,1
0.131,0.0,211680,0.606,-5.115,0.123,0.0431,0.173,0.43,169.988,1,75,0,1,0,0,0,0,0,0,0,0,0
0.038,0.0,192130,0.875,-1.321,0.953,0.225,0.111,0.57,200.327,0,20,0,1,0,0,0,0,0,0,0,0,0
0.164,0.0,107232,0.499,-14.343,0.738,0.304,0.129,0.791,144.995,0,26,0,0,0,0,0,0,0,0,0,0,1
0.985,0.878,190093,0.0832,-19.81,0.0801,0.0404,0.068,0.138,79.765,0,26,0,0,0,0,0,1,0,0,0,0,0
0.183,6.49e-06,157120,0.792,-6.372,0.961,0.0305,0.0801,0.61,140.149,0,24,0,0,1,0,0,0,0,0,0,0,0
0.733,4.6e-06,193693,0.422,-11.382,0.389,0.0289,0.625,0.378,93.286,0,38,0,0,0,1,0,0,0,0,0,0,0
0.458,1.68e-05,144080,0.776,-4.177,0.961,0.0341,0.33,0.691,146.861,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000354,0.0101,251586,0.96,-1.175,0.2,0.0579,0.458,0.67,145.065,0,15,0,1,0,0,0,0,0,0,0,0,0
0.253,0.000172,207880,0.536,-7.955,0.375,0.0526,0.183,0.786,119.043,1,61,0,0,0,0,0,1,0,0,0,0,0
0.115,0.0,259821,0.798,-6.439,0.146,0.434,0.181,0.384,149.854,1,67,0,0,0,0,0,0,0,1,0,0,0
0.0193,0.00493,409436,0.847,-7.823,0.0903,0.0645,0.253,0.576,142.002,0,30,0,1,0,0,0,0,0,0,0,0,0
0.000464,0.000332,252342,0.954,-3.702,0.146,0.059,0.0529,0.441,175.027,1,50,0,1,0,0,0,0,0,0,0,0,0
0.000175,0.0376,290626,0.944,-3.301,0.441,0.0461,0.333,0.526,126.587,0,22,1,0,0,0,0,0,0,0,0,1,0
0.762,7.69e-06,235973,0.391,-7.378,0.179,0.026,0.0714,0.487,91.955,0,29,0,0,0,0,0,0,0,0,0,0,1
0.604,0.000428,170813,0.737,-8.398,0.961,0.0536,0.336,0.634,120.814,0,29,0,0,0,1,0,0,0,0,0,0,0
0.00803,0.0033,354213,0.953,-2.8,0.603,0.0386,0.129,0.535,141.943,0,20,0,0,0,0,0,0,0,1,0,0,0
8.01e-05,1.16e-06,270520,0.743,-4.411,0.633,0.028,0.0675,0.625,113.965,0,32,0,0,0,0,0,0,0,1,0,0,0
0.661,0.0,245573,0.467,-6.514,0.827,0.0287,0.273,0.554,123.013,0,40,0,0,0,0,0,0,0,1,0,0,0
0.134,0.000145,156000,0.549,-10.646,0.419,0.0474,0.119,0.798,120.05,0,42,0,1,0,0,0,0,0,0,0,0,0
0.23,0.00349,301383,0.997,-3.259,0.15,0.18,0.584,0.596,169.968,0,22,0,0,0,0,0,1,0,0,0,0,0
0.0392,0.0068,338973,0.708,-10.751,0.688,0.0664,0.181,0.674,110.437,0,13,0,1,0,0,0,0,0,0,0,0,0
0.00877,1.04e-06,299240,0.672,-5.888,0.133,0.0586,0.196,0.344,164.197,1,50,0,1,0,0,0,0,0,0,0,0,1
0.00599,0.0,213179,0.874,-3.937,0.348,0.0508,0.214,0.55,166.011,0,0,0,0,0,1,0,0,0,0,0,0,0
0.961,0.0,171773,0.315,-9.175,0.64,0.0428,0.258,0.596,119.935,0,0,1,0,1,0,0,0,0,0,0,0,0
0.0955,0.0,176517,0.657,-4.642,0.532,0.0989,0.0945,0.751,118.029,1,59,0,1,0,0,0,0,0,0,0,0,0
0.587,0.0383,301720,0.695,-6.162,0.646,0.034,0.159,0.404,133.136,1,59,0,0,1,0,0,0,0,0,0,1,1
0.000996,0.000702,228600,0.686,-4.811,0.556,0.046,0.166,0.576,94.562,0,25,0,0,0,0,0,0,0,0,0,1,0
2.36e-05,0.000447,258706,0.894,-3.815,0.195,0.0465,0.447,0.411,99.607,1,63,0,0,0,0,0,0,0,1,0,0,0
0.104,0.0,117446,0.847,-3.026,0.594,0.338,0.118,0.859,91.88,0,12,0,0,0,0,0,1,0,0,0,0,0
0.371,0.792,144115,0.761,-6.322,0.209,0.049,0.108,0.509,133.951,0,40,0,1,0,0,0,0,0,0,0,0,0
0.981,0.00855,164000,0.156,-11.457,0.402,0.0922,0.116,0.488,130.864,0,0,0,0,0,0,0,1,0,0,0,0,0
0.864,0.866,159744,0.0295,-30.552,0.117,0.0425,0.104,0.063,65.408,1,66,0,0,0,0,0,1,0,0,0,0,0
0.000135,0.0649,312982,0.954,-5.559,0.215,0.15,0.0924,0.454,131.27,0,22,0,0,0,0,1,0,0,0,0,0,0
0.000386,0.00026,349869,0.97,-3.992,0.476,0.0767,0.0413,0.517,100.036,1,54,0,0,0,0,1,0,0,0,0,0,0
0.0155,1.22e-05,172808,0.895,-4.927,0.43,0.0405,0.369,0.496,149.923,0,22,0,1,0,0,0,0,0,0,0,0,0
0.000531,0.894,277047,0.884,-7.045,0.046,0.0384,0.0776,0.326,173.999,0,40,0,1,0,0,0,0,0,0,0,0,0
0.933,0.0,214360,0.117,-12.884,0.318,0.0301,0.126,0.496,78.068,1,57,0,0,1,0,0,0,0,0,0,0,0
0.491,0.00242,169748,0.389,-8.877,0.188,0.0776,0.0699,0.78,121.919,1,54,0,0,0,0,0,1,0,0,0,0,0
5.69e-06,0.865,481313,0.749,-14.634,0.156,0.0727,0.128,0.577,151.049,0,6,0,1,0,0,0,0,0,0,0,0,0
0.0211,0.868,310053,0.765,-8.075,0.619,0.0337,0.175,0.681,116.013,0,43,0,1,0,0,0,0,0,0,0,0,0
7.66e-05,0.000683,184960,0.701,-5.224,0.501,0.0608,0.411,0.644,101.966,0,23,0,0,0,0,1,0,0,0,0,0,0
0.00831,0.923,745053,0.983,-10.336,0.6,0.068,0.0945,0.784,118.559,0,15,0,1,0,0,0,0,0,0,0,0,0
0.0419,1.94e-05,313578,0.744,-7.341,0.637,0.0459,0.0273,0.378,189.944,0,39,0,0,0,0,0,0,0,0,0,1,0
0.000335,0.605,224178,0.794,-3.333,0.861,0.0483,0.0622,0.698,135.981,0,1,0,0,0,0,0,0,0,0,0,1,0
0.000358,0.000137,256853,0.973,-3.792,0.275,0.148,0.102,0.291,90.578,0,19,0,0,0,0,1,0,0,0,0,0,0
0.0243,0.0377,340986,0.94,-4.533,0.181,0.0894,0.226,0.458,164.981,0,21,0,0,0,0,0,1,0,0,0,0,0
0.098,0.353,129976,0.37,-12.258,0.329,0.321,0.164,0.933,134.998,0,24,0,1,0,0,0,0,0,0,0,0,0
0.0382,0.291,259934,0.693,-7.354,0.521,0.0631,0.095,0.824,113.995,1,53,0,1,0,0,0,0,0,0,0,0,0
0.326,2.55e-06,183280,0.552,-7.329,0.135,0.0448,0.131,0.468,149.945,1,59,0,0,0,0,0,0,0,0,0,0,1
0.0377,0.0,199663,0.923,-1.702,0.692,0.0407,0.311,0.587,131.958,0,36,0,0,0,0,0,1,0,0,0,0,0
0.0956,0.0,253626,0.838,-6.196,0.619,0.0423,0.473,0.44,138.908,0,0,0,0,1,0,0,0,0,0,0,1,0
0.00393,0.0656,203412,0.97,-4.61,0.548,0.0675,0.922,0.242,143.867,0,27,0,0,0,0,1,0,0,0,0,0,0
0.0346,0.0,321813,0.958,-1.883,0.692,0.096,0.178,0.509,163.027,0,26,0,0,0,0,0,0,0,1,0,0,0
0.205,0.000937,191052,0.836,-4.183,0.272,0.106,0.097,0.444,151.985,1,53,1,0,0,0,0,0,0,1,0,0,0
0.893,0.933,264186,0.617,-9.396,0.726,0.0312,0.0857,0.339,91.328,0,48,0,0,1,0,0,0,0,0,0,0,0
0.357,0.0,79097,0.549,-9.449,0.761,0.123,0.131,0.59,133.195,0,45,0,0,0,0,0,1,0,0,0,0,0
0.169,0.00106,236170,0.606,-6.604,0.119,0.0424,0.0704,0.49,126.553,1,57,0,1,0,0,0,0,0,0,0,0,0
0.492,0.366,151565,0.497,-7.806,0.457,0.0402,0.143,0.765,112.195,1,66,0,0,0,1,0,0,0,0,0,0,0
1.48e-06,3.71e-05,344466,0.899,-6.346,0.0335,0.0666,0.389,0.107,187.439,0,17,0,0,0,0,1,0,0,0,0,0,0
0.205,0.0,148720,0.728,-5.135,0.7,0.0393,0.109,0.753,126.008,0,37,0,0,0,1,0,0,0,0,0,0,0
0.978,0.0479,214373,0.202,-18.504,0.174,0.0333,0.215,0.306,79.701,0,0,0,0,0,0,0,1,0,0,0,0,0
0.205,0.0,214760,0.853,-5.643,0.962,0.0382,0.152,0.68,141.952,0,32,0,1,0,0,0,0,0,0,0,0,0
0.598,0.0,161786,0.481,-8.045,0.91,0.0338,0.211,0.673,117.735,0,33,0,0,0,0,0,0,0,0,0,1,0
0.000272,0.00123,279333,0.716,-4.312,0.239,0.0326,0.0786,0.379,92.721,0,30,0,0,0,0,0,0,0,0,0,1,0
0.027,0.0,287959,0.636,-6.601,0.492,0.0316,0.111,0.587,88.013,0,32,0,0,0,1,0,0,0,0,0,0,0
0.194,0.0,231575,0.739,-3.942,0.224,0.0248,0.113,0.63,109.985,1,78,0,0,0,0,0,0,0,1,0,0,0
0.935,9.63e-06,233240,0.207,-13.442,0.158,0.0449,0.962,0.236,68.547,0,23,1,0,0,0,0,0,0,0,0,0,0
0.769,0.0,148584,0.709,-9.442,0.787,0.0354,0.303,0.584,134.019,0,33,0,0,0,0,0,0,0,0,0,1,0
0.0316,0.853,227500,0.681,-10.967,0.5,0.0391,0.125,0.664,120.003,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0306,0.0,158704,0.853,-4.184,0.344,0.0629,0.102,0.739,124.921,1,69,0,1,0,0,0,0,0,0,0,0,0
0.587,0.385,321544,0.941,-2.531,0.661,0.0941,0.0593,0.716,183.841,0,30,0,0,0,1,0,0,0,0,0,0,0
0.0096,0.82,151913,0.473,-8.565,0.575,0.0448,0.158,0.747,91.984,0,8,0,0,0,0,0,1,0,0,0,0,0
0.379,0.0,186000,0.571,-8.493,0.883,0.0347,0.0957,0.675,159.96,1,51,0,0,0,0,0,0,0,0,1,0,0
0.0678,0.000387,223364,0.64,-5.042,0.196,0.287,0.148,0.561,78.464,1,51,0,0,0,0,1,0,0,0,0,0,0
0.235,4.51e-06,211852,0.589,-7.255,0.43,0.353,0.4,0.684,170.088,0,30,0,0,0,0,0,0,0,0,1,0,0
0.873,1.41e-05,156270,0.426,-7.448,0.963,0.0592,0.135,0.762,101.246,0,41,0,0,0,0,0,0,0,0,1,0,0
2.62e-06,0.734,297611,0.955,-7.113,0.237,0.0969,0.296,0.172,170.256,0,20,0,0,0,0,1,0,0,0,0,0,0
0.249,0.0,151275,0.707,-9.375,0.197,0.377,0.291,0.638,122.19,0,20,0,1,0,0,0,0,0,0,0,0,0
0.955,0.699,417400,0.197,-22.389,0.3,0.0373,0.362,0.359,94.424,0,25,0,0,0,0,0,1,0,0,0,0,0
0.589,0.00432,285000,0.645,-5.707,0.366,0.0272,0.18,0.683,121.995,1,64,0,0,0,0,0,0,0,0,0,1,0
0.844,0.0,196499,0.191,-11.676,0.226,0.0288,0.0999,0.659,135.828,0,37,0,0,1,0,0,0,0,0,0,0,0
0.812,0.00962,274955,0.46,-8.224,0.491,0.0258,0.23,0.586,96.049,0,24,0,0,1,0,0,0,0,0,0,0,0
0.554,0.0099,245746,0.349,-9.321,0.155,0.0301,0.201,0.61,136.012,1,62,0,0,1,0,0,0,0,0,0,0,0
0.0462,2.29e-05,202333,0.637,-5.677,0.648,0.141,0.0602,0.734,169.977,1,85,0,0,0,0,0,0,0,0,0,1,0
0.847,0.0,171333,0.198,-11.538,0.372,0.0392,0.0708,0.426,137.28,0,21,0,0,0,0,0,1,0,0,0,0,0
0.475,0.0,183066,0.668,-7.282,0.823,0.0531,0.0862,0.623,161.948,0,3,0,0,0,0,0,0,0,1,0,0,0
0.0629,0.041,249080,0.556,-9.184,0.587,0.0266,0.103,0.741,122.008,1,63,0,0,1,0,0,0,0,0,0,0,0
0.109,0.0319,164516,0.801,-3.79,0.705,0.0278,0.654,0.726,124.037,1,55,0,1,0,0,0,0,0,0,0,0,0
0.0409,0.278,128780,0.848,-4.533,0.48,0.0678,0.163,0.673,122.88,1,53,0,1,0,0,0,0,0,0,0,0,0
0.951,0.909,370586,0.103,-19.866,0.201,0.0331,0.104,0.27,84.679,0,20,0,0,0,0,0,1,0,0,0,0,0
0.239,0.0,218693,0.884,-2.708,0.613,0.0934,0.14,0.421,188.863,0,39,0,0,0,1,0,0,0,0,0,0,0
0.000457,0.0568,240000,0.921,-3.483,0.465,0.11,0.577,0.543,165.022,0,21,0,0,0,0,0,1,0,0,0,0,0
0.161,1.09e-05,268893,0.389,-9.463,0.366,0.378,0.141,0.899,88.0,0,43,0,0,0,0,0,0,0,1,0,0,0
0.000138,0.866,171190,0.936,-8.562,0.0803,0.0428,0.125,0.416,133.949,0,41,0,1,0,0,0,0,0,0,0,0,0
0.0829,7.18e-05,162645,0.628,-5.771,0.21,0.127,0.128,0.779,99.938,0,42,0,1,0,0,0,0,0,0,0,0,0
0.0419,0.0,227814,0.716,-6.582,0.611,0.0791,0.0793,0.805,119.955,0,42,0,0,0,0,0,0,0,0,0,0,1
0.000672,0.000667,150106,0.836,-5.993,0.84,0.0288,0.208,0.54,94.796,0,25,0,0,0,0,0,0,0,1,0,0,0
0.0709,0.000116,375002,0.828,-9.734,0.557,0.06,0.987,0.496,120.117,0,1,0,0,0,0,0,0,0,0,0,0,1
0.833,0.0,164478,0.299,-9.431,0.52,0.0301,0.115,0.689,96.825,1,55,0,0,1,0,0,0,0,0,0,0,0
0.43,1.09e-06,337828,0.242,-8.658,0.228,0.0269,0.119,0.626,91.259,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0793,0.871,336092,0.902,-9.453,0.434,0.0403,0.0472,0.656,121.015,0,42,0,0,0,0,0,0,0,0,1,0,0
0.0018,2.54e-06,160656,0.671,-5.077,0.699,0.0337,0.0921,0.717,110.054,0,0,0,1,0,0,0,0,0,0,0,0,0
0.339,0.0,235800,0.526,-7.881,0.623,0.0333,0.257,0.634,90.087,1,81,0,1,0,0,0,0,0,0,0,0,0
0.759,0.0965,127760,0.211,-15.809,0.503,0.0287,0.302,0.616,138.066,0,47,0,0,0,0,0,0,0,1,0,0,0
0.00341,0.0,156190,0.8,-4.665,0.271,0.0773,0.514,0.533,126.026,0,38,0,1,0,0,0,0,0,0,0,0,1
0.397,0.0,265872,0.41,-7.393,0.457,0.0582,0.329,0.478,83.955,0,30,0,0,0,0,0,0,0,0,0,0,1
0.221,0.67,240625,0.806,-6.31,0.143,0.0427,0.225,0.492,96.065,0,49,0,0,0,0,0,0,0,0,0,0,1
4.7e-05,0.925,393438,0.867,-8.143,0.262,0.0568,0.179,0.702,129.94,0,35,0,1,0,0,0,0,0,0,0,0,0
0.000804,0.0,218040,0.752,-3.504,0.708,0.0533,0.0757,0.716,117.025,0,0,0,1,0,0,0,0,0,0,0,0,0
0.907,0.368,116781,0.649,-9.824,0.139,0.0792,0.682,0.677,140.649,1,54,0,0,0,0,0,1,0,0,0,0,0
0.00109,0.0,181266,0.89,-8.318,0.777,0.0533,0.119,0.463,103.511,0,30,0,0,0,0,0,0,0,0,0,1,0
0.203,0.0,287080,0.276,-10.406,0.138,0.0301,0.15,0.509,109.707,1,52,0,0,0,0,0,0,0,0,0,0,1
0.627,0.0143,160733,0.287,-10.684,0.517,0.0294,0.0471,0.614,112.806,0,30,0,0,0,1,0,0,0,0,0,0,0
0.151,0.0,265000,0.813,-4.731,0.879,0.0379,0.0783,0.702,151.013,0,37,0,0,0,0,1,0,0,0,0,0,0
0.0134,8.77e-05,162200,0.853,-4.859,0.373,0.131,0.0742,0.32,185.809,0,0,0,1,0,0,0,0,0,0,0,0,0
8.88e-06,0.506,222249,0.85,-3.979,0.718,0.0506,0.309,0.263,123.443,0,41,0,0,0,0,1,0,0,0,0,0,0
0.00981,0.932,432346,0.953,-9.135,0.469,0.0543,0.107,0.638,132.005,0,11,0,1,0,0,0,0,0,0,0,0,0
0.315,0.0,126000,0.694,-9.48,0.51,0.0597,0.472,0.591,86.001,1,58,0,0,0,0,0,1,0,0,0,0,0
0.0819,0.0,222400,0.651,-4.127,0.162,0.0384,0.104,0.494,149.979,1,61,0,1,0,0,0,0,0,0,0,0,1
0.881,5.06e-06,283640,0.185,-10.475,0.214,0.0315,0.152,0.376,71.753,0,19,0,0,0,0,0,0,0,1,0,0,0
0.0889,0.0,197853,0.546,-5.691,0.402,0.151,0.0734,0.604,179.847,1,63,0,1,0,0,0,0,0,0,0,0,0
2.74e-06,0.242,206106,0.88,-6.912,0.444,0.0399,0.254,0.444,112.009,0,16,0,0,0,0,1,0,0,0,0,0,0
0.137,0.0,249533,0.877,-5.042,0.645,0.033,0.855,0.662,119.976,0,0,0,0,0,0,0,1,0,0,0,0,0
0.00128,0.000273,194482,0.884,-5.144,0.254,0.037,0.0952,0.528,145.033,1,54,0,1,0,0,0,0,0,0,0,0,0
0.943,0.902,232017,0.306,-11.65,0.284,0.154,0.176,0.613,122.915,0,41,0,0,0,0,0,1,0,0,0,0,0
0.000184,0.609,363171,0.94,-8.812,0.0528,0.07,0.115,0.597,133.999,0,41,0,1,0,0,0,0,0,0,0,0,0
0.11,0.0,173325,0.622,-3.046,0.407,0.111,0.123,0.715,158.088,0,1,0,0,0,0,0,0,0,0,1,0,0
0.667,0.0859,168586,0.447,-9.886,0.662,0.0302,0.107,0.647,90.013,0,33,0,0,1,0,0,0,0,0,0,0,0
0.0225,0.00162,276192,0.905,-4.779,0.308,0.12,0.191,0.273,174.016,0,16,0,0,0,0,0,1,0,0,0,0,0
