popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit
37,154375,1,0.777,0.501,1,-10.319,1,0.0939,0.606,0.000181,0.165,0.762,68.038,3,sad,0
46,229800,0,0.705,0.694,5,-6.55,0,0.0719,0.252,0.0,0.332,0.802,95.995,4,indian,0
62,151301,1,0.619,0.71,4,-7.661,0,0.0686,0.224,0.000395,0.218,0.313,170.119,4,chill,1
62,225817,0,0.643,0.735,2,-3.703,1,0.0302,0.0786,0.0,0.101,0.502,111.961,4,k-pop,1
47,133883,1,0.839,0.59,6,-4.76,0,0.137,0.0441,0.0,0.233,0.387,86.473,4,sad,0
68,179444,0,0.849,0.592,6,-4.309,0,0.102,0.632,2.39e-06,0.108,0.652,89.966,4,pop,1
57,154285,1,0.757,0.499,8,-10.666,0,0.0553,0.667,3.25e-06,0.109,0.55,112.051,4,sad,1
70,268613,0,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,grunge,1
7,308174,0,0.412,0.741,1,-4.926,0,0.0785,0.907,4.76e-05,0.161,0.719,131.139,4,pop-film,0
43,313933,0,0.579,0.712,0,-6.119,0,0.0308,0.259,0.000253,0.18,0.486,80.998,4,indian,0
49,221717,0,0.466,0.303,4,-8.247,1,0.0377,0.867,0.0,0.332,0.528,148.747,4,sertanejo,0
55,176013,1,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15e-05,0.0415,0.527,119.992,4,chill,1
85,203064,0,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,pop,1
60,194726,0,0.68,0.904,2,-3.424,1,0.0453,0.0514,0.0,0.233,0.402,97.052,4,k-pop,1
80,85360,1,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,4,emo,1
51,170011,0,0.708,0.316,10,-9.507,1,0.0671,0.447,0.00023,0.079,0.652,81.403,4,indian,1
25,234800,0,0.412,0.852,9,-3.89,1,0.0369,0.0213,0.0,0.372,0.508,139.339,4,grunge,0
26,356560,0,0.525,0.728,9,-9.727,0,0.0361,0.00151,0.0,0.243,0.663,110.625,4,grunge,0
78,179453,0,0.935,0.849,7,-3.047,1,0.0779,0.0192,0.0,0.0223,0.551,119.986,4,k-pop,1
63,58053,0,0.908,0.591,10,-5.13,0,0.226,0.0464,0.966,0.0972,0.565,113.083,4,sad,1
0,367786,0,0.698,0.931,11,-4.32,0,0.0595,0.0237,0.852,0.0767,0.0825,128.004,4,pop,0
47,251061,0,0.499,0.92,4,-4.095,1,0.0678,0.274,0.0,0.42,0.401,170.011,4,sertanejo,0
34,205435,0,0.603,0.64,0,-5.601,1,0.0318,0.258,0.0,0.349,0.699,129.988,4,pop-film,0
64,131684,0,0.636,0.455,11,-9.152,1,0.0533,0.0918,0.966,0.101,0.274,147.658,4,sad,1
77,184893,0,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4,anime,1
24,166600,0,0.451,0.971,1,-3.737,1,0.147,0.000522,0.181,0.206,0.273,166.621,4,grunge,0
78,222025,0,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop,1
49,240533,0,0.562,0.368,1,-9.198,1,0.027,0.973,0.000164,0.105,0.25,107.914,4,indian,0
50,152523,0,0.638,0.489,11,-6.206,1,0.0278,0.582,0.0,0.0965,0.548,106.915,4,indian,1
47,136751,0,0.534,0.476,7,-8.268,1,0.0325,0.0337,0.0,0.629,0.593,106.891,4,indian,0
74,237586,0,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,4,anime,1
50,146784,1,0.823,0.694,9,-9.186,1,0.313,0.124,0.00023,0.147,0.657,159.948,4,emo,1
59,149000,0,0.788,0.537,9,-4.966,0,0.107,0.844,0.0,0.117,0.434,85.03,4,sad,1
64,176226,0,0.413,0.684,8,-2.878,1,0.0348,0.0012,0.0,0.16,0.33,129.975,4,grunge,1
42,180000,0,0.591,0.389,0,-12.146,1,0.135,0.828,0.0108,0.602,0.581,79.96,4,indian,0
56,260506,0,0.802,0.763,0,-6.456,1,0.0336,0.22,0.000396,0.128,0.789,120.078,4,pop-film,1
60,221986,0,0.687,0.542,4,-8.689,1,0.0307,0.571,0.0307,0.118,0.782,102.994,4,pop-film,1
64,239053,0,0.242,0.983,2,-2.679,1,0.106,5.08e-05,4.43e-05,0.303,0.301,163.366,4,emo,1
0,176320,0,0.613,0.471,1,-6.644,0,0.107,0.316,1.37e-06,0.117,0.406,143.064,4,chill,0
58,205613,0,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,grunge,1
43,290249,0,0.652,0.429,5,-10.849,1,0.0257,0.566,0.00397,0.0953,0.196,112.008,4,indian,0
68,193732,0,0.74,0.255,10,-7.293,1,0.0534,0.275,0.894,0.105,0.231,142.568,4,sad,1
0,163449,0,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,pop,0
50,232224,0,0.65,0.734,11,-6.286,1,0.0527,0.761,0.0,0.559,0.636,129.864,4,sertanejo,1
66,304466,0,0.72,0.621,2,-9.773,1,0.0491,0.676,0.0,0.0679,0.566,114.987,4,pop-film,1
48,311750,0,0.605,0.828,0,-4.932,1,0.0403,0.278,0.0,0.38,0.555,149.947,4,sertanejo,0
46,236564,0,0.508,0.861,4,-4.271,1,0.0399,0.00354,0.0,0.223,0.586,150.004,4,emo,0
57,226758,0,0.618,0.52,10,-6.514,0,0.0316,0.662,0.00419,0.0831,0.402,144.9,4,k-pop,1
45,352522,0,0.802,0.89,1,-7.723,1,0.101,0.0943,9e-06,0.0726,0.789,129.976,4,k-pop,0
56,174030,0,0.826,0.595,1,-7.491,1,0.0409,0.334,0.00338,0.112,0.484,98.01,4,chill,1
65,293546,0,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958,4,pop,1
49,190592,0,0.486,0.871,11,-1.057,1,0.0651,0.6,0.0,0.543,0.695,110.55,4,sertanejo,0
63,242333,0,0.522,0.714,2,-4.727,0,0.0461,0.00257,0.0,0.304,0.357,154.904,4,k-pop,1
65,238529,0,0.679,0.927,0,-1.058,1,0.15,0.164,0.0,0.437,0.861,93.989,4,k-pop,1
45,223666,0,0.56,0.601,4,-4.389,1,0.0259,0.635,0.0,0.196,0.384,134.23,4,sertanejo,0
35,179813,0,0.405,0.908,1,-3.629,1,0.0748,0.000293,5.65e-06,0.14,0.336,145.753,4,emo,0
80,229773,0,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,1
60,300960,0,0.796,0.35,0,-15.182,1,0.044,0.851,0.00684,0.124,0.793,115.891,4,pop-film,1
44,175285,1,0.831,0.877,1,-4.59,1,0.346,0.364,0.0,0.102,0.813,140.088,4,anime,0
64,227160,0,0.837,0.801,5,-4.978,0,0.308,0.53,1.03e-06,0.174,0.908,139.894,4,pop-film,1
72,190153,1,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12e-06,0.0986,0.513,130.154,4,pop,1
61,230546,0,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001,4,pop-film,1
74,195053,0,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,4,k-pop,1
51,216073,0,0.474,0.454,8,-8.334,1,0.0259,0.678,0.00175,0.313,0.338,85.046,4,k-pop,1
48,238104,0,0.419,0.173,11,-25.105,0,0.0393,0.984,0.924,0.0825,0.171,140.307,4,anime,0
49,217186,0,0.396,0.72,2,-3.854,1,0.0311,0.000835,0.0,0.24,0.289,152.125,4,grunge,0
41,312000,0,0.511,0.219,2,-20.59,1,0.0457,0.91,0.00229,0.0946,0.234,168.051,3,indian,0
62,142988,1,0.7,0.509,7,-10.055,0,0.11,0.233,0.0,0.0815,0.633,87.999,4,emo,1
44,95502,0,0.568,0.0961,7,-29.214,0,0.0496,0.812,0.944,0.135,0.344,67.021,4,anime,0
58,161016,1,0.77,0.621,1,-7.635,1,0.454,0.447,0.0,0.158,0.301,126.289,4,chill,1
50,274893,0,0.502,0.83,9,-4.849,1,0.0554,0.00982,5.48e-05,0.0728,0.545,170.03,4,anime,1
51,195762,0,0.784,0.73,8,-5.898,0,0.0411,0.235,0.0,0.547,0.735,118.012,4,sertanejo,1
44,277347,0,0.695,0.516,4,-7.356,1,0.0377,0.596,0.000115,0.11,0.494,129.939,3,indian,0
48,161754,0,0.243,0.645,4,-5.638,0,0.0515,0.35,2.76e-05,0.937,0.361,207.335,4,sertanejo,0
0,216426,0,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,3,pop,0
48,287706,0,0.289,0.422,9,-5.88,1,0.0337,0.171,0.0,0.0862,0.212,173.795,4,anime,0
32,270324,0,0.378,0.791,11,-7.482,0,0.223,0.777,0.0,0.0583,0.848,90.836,1,indian,0
63,302210,0,0.703,0.867,11,-6.721,1,0.0334,0.0944,2.55e-06,0.0675,0.904,120.013,4,pop-film,1
42,126147,0,0.705,0.568,4,-9.323,1,0.0324,0.596,0.000994,0.147,0.475,122.026,4,k-pop,0
0,163449,0,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,pop,0
49,228760,0,0.39,0.864,4,-2.841,0,0.0729,0.00409,0.0,0.1,0.523,176.023,4,emo,0
50,152999,1,0.76,0.753,9,-6.03,0,0.0456,0.0623,0.000361,0.0621,0.249,104.969,4,emo,1
45,162628,0,0.573,0.842,11,-4.658,0,0.089,0.414,0.0,0.31,0.719,163.739,4,sertanejo,0
76,191462,0,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,4,k-pop,1
62,186600,0,0.572,0.961,7,-3.089,1,0.0625,0.000734,0.021,0.207,0.818,76.998,4,grunge,1
66,275600,0,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,4,grunge,1
0,196723,0,0.165,0.434,0,-8.163,1,0.0288,0.316,0.171,0.213,0.186,77.983,3,grunge,0
48,234613,0,0.489,0.86,5,-5.237,1,0.0823,0.217,0.0,0.67,0.381,81.476,4,sertanejo,0
86,110886,1,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4,emo,1
64,313533,0,0.647,0.389,5,-10.35,1,0.0336,0.509,7.8e-06,0.103,0.436,134.976,3,pop-film,1
73,238360,0,0.508,0.889,7,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,4,anime,1
77,290526,0,0.687,0.637,10,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4,pop-film,1
0,307014,0,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,pop,0
53,194543,1,0.299,0.495,4,-7.297,1,0.0431,0.311,0.0,0.209,0.266,74.975,3,emo,1
69,155172,0,0.532,0.603,10,-7.575,1,0.0545,0.756,0.0,0.323,0.431,173.955,4,pop,1
58,233471,0,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,4,indian,1
69,146878,0,0.875,0.593,7,-10.261,0,0.394,0.136,0.0,0.104,0.466,144.028,4,chill,1
58,209960,0,0.486,0.489,0,-11.968,1,0.0306,0.249,0.0,0.156,0.682,128.731,4,pop-film,1
51,128800,1,0.647,0.655,10,-8.031,0,0.148,0.108,2.84e-05,0.393,0.619,150.138,4,emo,1
64,298266,0,0.531,0.664,2,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.3,4,grunge,1
53,194543,1,0.299,0.495,4,-7.297,1,0.0431,0.311,0.0,0.209,0.266,74.975,3,chill,1
55,145379,1,0.754,0.677,10,-9.005,0,0.224,0.119,0.0,0.261,0.756,101.91,4,sad,1
49,169508,0,0.67,0.685,1,-9.029,0,0.0631,0.278,3.56e-06,0.103,0.689,159.942,4,indian,0
46,132413,1,0.748,0.487,5,-9.832,0,0.0456,0.14,1.76e-06,0.134,0.224,144.995,4,emo,0
42,212787,0,0.691,0.806,6,-5.386,0,0.317,0.324,0.0,0.0526,0.62,74.986,4,anime,0
57,243333,0,0.671,0.182,0,-13.321,1,0.0293,0.983,0.0154,0.123,0.336,107.872,4,pop-film,1
45,197343,0,0.69,0.859,6,-8.841,1,0.0881,0.0984,0.14,0.111,0.507,128.007,4,indian,0
59,160000,1,0.698,0.402,6,-9.444,0,0.0333,0.196,0.0,0.104,0.151,119.943,4,sad,1
34,181176,1,0.861,0.489,1,-6.869,0,0.246,0.508,0.0,0.099,0.46,102.0,4,emo,0
63,135728,1,0.792,0.747,9,-7.941,1,0.226,0.0704,0.0,0.32,0.455,145.015,4,sad,1
80,187585,0,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,k-pop,1
65,195026,0,0.703,0.856,11,-6.336,0,0.0461,0.00064,0.00126,0.38,0.722,108.025,4,emo,1
60,176385,0,0.693,0.593,9,-8.506,0,0.217,0.0187,1.09e-06,0.407,0.688,165.924,4,pop-film,1
68,192280,0,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.45e-06,0.146,0.432,103.053,4,k-pop,1
65,322013,0,0.797,0.452,10,-8.325,1,0.0271,0.275,6.45e-05,0.075,0.661,104.998,4,pop,1
48,267120,0,0.891,0.691,6,-9.417,0,0.0588,0.29,0.00555,0.0596,0.666,120.004,4,k-pop,0
54,237693,0,0.481,0.703,4,-4.746,1,0.0241,0.114,0.000363,0.325,0.606,92.016,4,sertanejo,1
46,194680,0,0.735,0.716,5,-5.426,0,0.0299,0.436,0.0,0.924,0.426,108.99,4,sertanejo,0
67,159012,0,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,4,chill,1
49,131543,0,0.707,0.792,6,-6.885,0,0.0655,0.244,0.836,0.158,0.873,147.068,4,anime,0
60,250634,0,0.598,0.926,6,-3.746,0,0.0555,0.00575,0.587,0.125,0.364,140.044,4,chill,1
56,296600,0,0.48,0.736,0,-6.477,0,0.0363,0.424,3.92e-06,0.128,0.642,93.944,4,pop-film,1
80,174386,0,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,4,k-pop,1
74,223459,0,0.59,0.555,2,-6.861,1,0.0271,0.481,0.0,0.192,0.191,84.027,4,indian,1
76,120546,0,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,sad,1
20,384106,0,0.503,0.847,8,-5.965,1,0.0629,0.0571,0.0,0.389,0.357,98.126,4,anime,0
55,97297,0,0.81,0.0774,0,-17.368,1,0.0526,0.927,0.0325,0.418,0.442,111.017,3,chill,1
59,162857,0,0.529,0.378,10,-10.042,0,0.0365,0.536,0.917,0.353,0.26,139.989,4,chill,1
59,226121,0,0.555,0.844,6,-3.709,0,0.0351,0.191,0.0,0.257,0.726,77.028,4,pop-film,1
75,193893,1,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,grunge,1
56,130677,0,0.665,0.597,5,-9.669,0,0.274,0.845,0.919,0.11,0.81,78.681,4,chill,1
45,135967,0,0.749,0.424,2,-15.792,0,0.197,0.874,0.891,0.175,0.155,120.072,4,anime,0
0,233800,0,0.336,0.949,2,-4.736,1,0.105,0.000174,0.0,0.237,0.597,182.62,4,grunge,0
72,172373,0,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055,4,k-pop,1
50,228093,0,0.545,0.77,0,-6.102,1,0.0655,0.308,2.8e-05,0.167,0.696,159.975,4,indian,1
72,210573,0,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,4,k-pop,1
45,320086,0,0.542,0.559,10,-8.189,1,0.0331,0.24,0.00178,0.153,0.148,115.064,4,indian,0
34,212746,0,0.607,0.713,10,-5.04,1,0.0378,0.0509,2.21e-05,0.0919,0.708,130.001,4,anime,0
3,228469,0,0.34,0.121,5,-11.162,1,0.0352,0.877,0.0,0.266,0.235,87.242,3,pop-film,0
5,196135,0,0.202,0.742,0,-5.29,1,0.124,0.00169,0.000483,0.128,0.155,194.876,3,grunge,0
48,117890,0,0.555,0.338,7,-13.937,1,0.0396,0.95,0.175,0.314,0.496,114.245,4,chill,0
51,106360,0,0.557,0.99,2,-3.902,1,0.194,0.0818,3.14e-05,0.373,0.128,95.055,4,grunge,1
34,164776,0,0.724,0.56,6,-14.134,0,0.0599,0.13,0.24,0.642,0.412,122.05,4,emo,0
71,177413,0,0.823,0.923,9,-2.875,1,0.158,0.127,0.0,0.0571,0.629,122.922,4,k-pop,1
67,255080,0,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,4,grunge,1
21,168000,0,0.84,0.32,7,-10.168,0,0.0603,0.657,0.0029,0.0802,0.447,139.918,4,sad,0
54,207647,0,0.526,0.885,6,-2.189,0,0.0657,0.017,0.0,0.146,0.847,171.92,4,anime,1
44,291133,0,0.779,0.827,9,-8.12,0,0.116,0.299,0.000973,0.0243,0.863,123.96,4,k-pop,0
58,396506,0,0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,4,pop-film,1
40,222933,0,0.52,0.328,4,-9.971,1,0.0265,0.94,6.22e-06,0.113,0.57,97.954,4,indian,0
36,194024,0,0.559,0.576,8,-6.631,0,0.028,0.326,0.0,0.0998,0.584,87.085,4,emo,0
58,287422,0,0.405,0.665,4,-5.498,1,0.0328,0.614,0.0,0.525,0.404,81.921,4,pop-film,1
49,184080,0,0.674,0.827,2,-6.99,1,0.0285,0.285,0.929,0.0875,0.457,135.021,1,anime,0
69,120055,1,0.954,0.41,0,-7.725,1,0.157,0.608,1.76e-05,0.133,0.457,130.074,4,emo,1
69,273228,0,0.828,0.707,8,-9.517,1,0.362,0.303,0.0,0.0646,0.441,141.096,3,pop-film,1
52,160422,1,0.718,0.69,0,-7.299,1,0.0795,0.0419,0.000419,0.105,0.428,89.982,4,emo,1
53,122600,0,0.448,0.0743,5,-22.274,1,0.112,0.992,0.818,0.0921,0.204,76.798,4,anime,1
34,284368,0,0.489,0.737,0,-3.411,1,0.0395,0.338,0.0,0.124,0.732,157.902,4,anime,0
34,181815,0,0.592,0.863,5,-7.544,0,0.346,0.616,0.0,0.131,0.638,100.995,4,anime,0
63,188186,0,0.333,0.877,5,-1.894,0,0.0603,0.00332,0.00101,0.769,0.285,175.095,4,grunge,1
65,196071,0,0.268,0.334,3,-8.877,0,0.0332,0.759,0.0,0.117,0.175,55.832,4,pop,1
29,155253,0,0.569,0.879,2,-4.694,1,0.0452,5.54e-05,1.81e-05,0.13,0.794,115.615,3,grunge,0
60,341146,0,0.734,0.903,0,-3.972,0,0.0649,0.432,0.00569,0.2,0.712,102.009,4,pop-film,1
48,388998,0,0.705,0.48,11,-12.556,1,0.0399,0.909,0.00473,0.0944,0.8,108.178,3,k-pop,0
51,365669,0,0.307,0.604,7,-5.592,1,0.0397,0.593,3.79e-06,0.0789,0.452,85.641,5,indian,1
54,72328,0,0.67,0.0781,7,-24.643,1,0.0995,0.892,0.712,0.11,0.365,164.121,4,chill,1
59,208293,0,0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18e-05,0.101,0.336,124.42,4,grunge,1
58,197995,0,0.503,0.849,5,-2.709,1,0.0615,0.00428,0.0,0.0667,0.762,165.096,4,emo,1
46,395294,0,0.456,0.672,7,-10.431,0,0.0317,0.0728,0.451,0.0724,0.0541,102.005,4,chill,0
50,203519,1,0.907,0.571,8,-5.345,0,0.227,0.012,0.0183,0.0974,0.612,124.973,4,emo,1
51,146000,0,0.688,0.619,3,-8.001,1,0.0409,0.375,0.0,0.195,0.444,119.929,4,chill,1
58,71519,0,0.692,0.583,2,-8.113,1,0.189,0.97,0.0458,0.257,0.885,80.895,4,sad,1
67,78214,0,0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,4,chill,1
58,114133,0,0.311,0.895,7,-9.401,1,0.0476,1.91e-05,0.195,0.0584,0.681,167.107,4,grunge,1
61,119333,1,0.6,0.245,1,-15.628,1,0.0342,0.245,0.596,0.117,0.179,80.278,4,emo,1
55,221118,0,0.605,0.749,10,-2.483,0,0.0398,0.623,0.0,0.104,0.466,149.827,4,pop-film,1
59,156053,1,0.786,0.627,7,-7.296,1,0.166,0.328,6.92e-06,0.132,0.697,140.048,4,chill,1
78,184248,1,0.693,0.606,7,-5.997,1,0.0308,0.00817,0.0,0.0942,0.447,129.942,4,k-pop,1
57,233962,1,0.745,0.438,4,-7.018,0,0.0326,0.678,0.112,0.125,0.0409,119.99,4,chill,1
67,216040,0,0.646,0.641,3,-6.522,0,0.0425,0.0353,0.0,0.108,0.881,134.027,4,emo,1
66,196905,0,0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,4,grunge,1
51,161776,1,0.699,0.355,1,-13.659,0,0.244,0.737,4.09e-06,0.245,0.188,92.095,4,emo,1
51,203289,0,0.561,0.744,4,-6.402,1,0.0419,0.576,0.0,0.821,0.634,152.086,4,sertanejo,1
59,275371,0,0.638,0.471,7,-7.025,0,0.0258,0.825,0.0,0.0993,0.381,99.017,4,pop-film,1
54,115793,0,0.708,0.574,7,-5.124,1,0.0343,0.669,0.0,0.0797,0.161,115.055,3,chill,1
73,218808,0,0.652,0.37,4,-9.922,1,0.0604,0.661,0.0,0.109,0.662,99.894,4,pop,1
58,289353,0,0.708,0.946,7,-4.519,1,0.0434,0.128,0.0,0.559,0.477,130.99,4,pop-film,1
64,102137,1,0.779,0.435,10,-12.745,0,0.542,0.334,0.000114,0.0924,0.525,188.223,4,sad,1
43,213986,0,0.714,0.499,0,-7.554,1,0.0282,0.517,0.0,0.141,0.544,112.216,4,sertanejo,0
54,254000,1,0.741,0.354,2,-15.505,1,0.0812,0.656,0.702,0.384,0.037,120.018,4,emo,1
52,309413,0,0.427,0.402,2,-12.541,1,0.0462,0.763,2.31e-06,0.487,0.624,103.379,4,k-pop,1
63,220173,0,0.343,0.12,1,-19.247,0,0.0361,0.412,0.0252,0.109,0.0373,105.109,4,emo,1
6,286253,0,0.206,0.636,4,-6.591,0,0.0418,0.211,0.000118,0.217,0.394,77.797,4,pop,0
0,125302,0,0.907,0.652,0,-7.733,1,0.0578,0.284,0.000337,0.135,0.93,107.946,4,k-pop,0
57,156265,1,0.713,0.492,1,-7.624,0,0.0784,0.477,0.0,0.104,0.396,82.519,4,sad,1
58,290117,0,0.632,0.554,0,-7.401,1,0.116,0.0718,0.000308,0.478,0.596,169.959,4,pop-film,1
53,105573,0,0.529,0.887,7,-9.64,1,0.0596,0.268,0.898,0.114,0.321,129.991,4,anime,1
43,167438,0,0.681,0.818,3,-4.224,0,0.043,0.547,0.0,0.252,0.882,158.054,4,sertanejo,0
56,130052,0,0.674,0.266,10,-15.74,0,0.0492,0.928,0.000669,0.108,0.194,120.046,4,sad,1
32,201257,1,0.64,0.803,3,-7.962,0,0.331,0.45,8.15e-05,0.171,0.668,107.974,3,anime,0
49,237896,0,0.301,0.581,11,-7.324,0,0.0421,0.601,0.0,0.0757,0.235,132.049,3,indian,0
46,456000,0,0.662,0.587,7,-9.332,1,0.0445,0.756,0.0,0.307,0.764,118.453,4,k-pop,0
68,122723,0,0.541,0.0836,1,-12.663,1,0.313,0.913,0.00199,0.126,0.452,181.032,4,sad,1
43,237560,0,0.516,0.625,7,-6.156,1,0.0278,0.497,0.0,0.403,0.652,96.953,4,sertanejo,0
0,309327,1,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,k-pop,0
56,284289,0,0.667,0.917,2,-6.316,0,0.0779,0.0973,0.000669,0.116,0.54,95.039,4,pop-film,1
51,160000,0,0.579,0.109,3,-16.129,1,0.0379,0.938,0.0344,0.108,0.276,134.98,4,sad,1
61,247381,0,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985,4,pop-film,1
60,398799,0,0.223,0.359,0,-7.569,1,0.0312,0.845,0.0,0.133,0.193,73.059,4,pop-film,1
53,215984,0,0.668,0.747,5,-2.812,0,0.0574,0.0772,0.0,0.145,0.811,107.029,4,anime,1
60,174173,0,0.55,0.777,4,-7.299,1,0.0382,0.143,7.46e-06,0.981,0.751,116.14,4,grunge,1
49,207532,0,0.601,0.432,5,-7.12,1,0.0282,0.861,0.0,0.752,0.43,131.784,4,sertanejo,0
55,248613,0,0.701,0.906,1,-6.251,0,0.152,0.245,5.62e-05,0.0299,0.759,157.841,4,pop-film,1
57,199264,0,0.724,0.848,2,-4.724,1,0.0522,0.0787,9.16e-05,0.104,0.781,123.02,4,pop-film,1
54,295906,0,0.793,0.844,1,-8.593,0,0.0385,0.118,0.0123,0.0979,0.591,119.994,4,k-pop,1
61,285686,0,0.703,0.695,4,-5.518,1,0.118,0.654,0.0,0.103,0.683,92.003,4,indian,1
64,330906,0,0.473,0.473,8,-9.49,0,0.0333,0.361,0.0,0.109,0.358,102.787,4,pop-film,1
58,139354,1,0.916,0.394,6,-10.329,1,0.292,0.854,0.0,0.0929,0.291,123.937,4,sad,1
58,104000,0,0.757,0.407,11,-15.194,0,0.0835,0.954,0.849,0.107,0.298,136.879,4,chill,1
79,160184,1,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4,emo,1
72,231480,0,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,4,grunge,1
58,206533,0,0.28,0.94,4,-5.597,0,0.0535,0.000832,0.781,0.156,0.406,159.188,4,grunge,1
42,234360,0,0.567,0.585,0,-10.229,1,0.0272,0.019,0.872,0.0679,0.371,134.981,4,anime,0
66,201081,0,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,4,k-pop,1
66,219428,1,0.719,0.651,7,-5.872,1,0.0274,0.127,0.0,0.0762,0.289,104.956,4,emo,1
76,258909,0,0.661,0.92,9,-3.469,0,0.188,0.0352,1.4e-05,0.314,0.494,82.508,4,k-pop,1
63,355840,0,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,4,pop-film,1
56,194310,0,0.587,0.755,4,-4.038,0,0.184,0.135,0.0,0.976,0.629,117.606,4,sertanejo,1
47,207720,0,0.439,0.129,2,-15.99,0,0.0328,0.674,0.96,0.114,0.14,111.654,4,anime,0
44,195093,0,0.511,0.39,4,-11.895,1,0.0259,0.597,7.27e-06,0.259,0.461,101.413,3,sertanejo,0
47,179812,0,0.804,0.678,2,-6.868,0,0.116,0.385,0.0,0.121,0.532,120.009,4,indian,0
4,203122,0,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,pop,0
85,237720,0,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4,pop,1
48,188499,0,0.595,0.305,1,-10.534,0,0.0336,0.88,1.29e-06,0.119,0.427,147.863,4,chill,0
51,156468,0,0.547,0.768,2,-4.882,1,0.0465,0.366,0.0,0.32,0.567,111.755,4,sertanejo,1
0,267493,0,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,emo,0
44,232086,0,0.423,0.625,8,-4.573,1,0.038,0.453,0.0,0.656,0.494,96.107,3,sertanejo,0
47,192626,0,0.564,0.63,2,-4.769,1,0.0266,0.622,0.0,0.477,0.433,101.908,4,sertanejo,0
0,220879,0,0.586,0.86,2,-4.023,1,0.0539,0.0412,0.0,0.372,0.203,138.03,4,pop,0
